NumFeatures	MonoMass	MinElutionTime	MaxElutionTime	TopPIC.Unique.ID	TopPIC.Mass	TopPIC.Retention.Time	TopPIC.Proteoform.Details	TopPIC.E.Value	TDPortal.Unique.ID	TDPortal.Mass	TDPortal.Retention.Time	TDPortal.Proteoform.Details	TDPortal.E.Value	H3_C1	H3_C2	H3_C3	H3_C4	H3_C5	H4_A1	H4_A2	H4_A3	H4_A4
9	15189.68048	63.955	65.767											3030613	2125531		372334.1			120594.1		
2	15203.10705	62.603	64.689											753029.9	827132.5							
3	15205.06706	51.168	52.835											3702542	2839475		177678.55				353967	
4	15205.1239	20.728	22.397											236988.35	45661.09		229820.9	128119.3				
1	15205.69988	51.303	52.341	Ndufs4_1	15205.73628	51.66116667	Q5XIF3  (43-175) 	6.14e-07	Q5XIF3_15205.73605	15205.73605	51.4184787	Q5XIF3  (43-175)  	4.71e-16	3781633	3081350						354878.7	
2	15207.07967	51.183	52.897												2933083						315470.6	
2	15217.66177	63.742	65.256											3654621	2395370.5							
4	15219.2282	64.01	65.693											3010210.5	2966888.5							
2	15220.6844	64.231	65.674											2822411	2599806.5							
1	15234.685	62.637	64.801												640214.2							
4	15237.67364	62.124	64.564											879664.9	835749.35							
1	15238.67937	61.518	63.962											1068302								
1	15252.8156	50.683	52.071																		88818.08	
14	15253.65692	61.941	64.158											1205543	1394760							
1	15267.21425	62.217	64.653											724801.3	412758.5							
1	15267.69754	62.843	65.519						P01946_15267.69194	15267.69194	63.43231837	P01946  (2-142) O-phospho-L-serine@1 RESID:37@2	0.052390494		309087.8							
1	15269.69926	62.617	65.471											753163.1								
2	15281.67135	60.582	63.24												1110027							
4	15284.6621	60.838	63.11											849363.9	1127771							
1	15298.33931	84.892	85.456											15291.4	20366.57	6107.55	13099.86				8102.89	
1	15298.6038	60.715	63.216												266338.2							
3	15301.33268	84.821	85.474											19478.72	22036.955	8568.925	13695.43			4762.84	6974.17	
1	15312.13661	79.329	80.393												255267.8							
4	15315.1386	79.418	80.393											479362.7	312837							
2	15316.32153	84.572	85.41											12846.48								
1	15322.06385	57.214	59.037												140103.5						128969.1	
1	15330.15148	79.329	80.243											81496.03								
1	15351.6032	61.975	63.111												246848.6							
1	15391.26445	107.975	108.86											7541.78	25929.59							
1	15392.79226	107.843	108.957											19186.12								
1	15422.0004	93.193	94.366											120315.3								
1	15423.0191	93.193	94.565											113866.7								
1	15424.0392	92.959	94.172											57224.39								
1	15426.63204	64.772	66.882	Cplx2_0	15426.68746	65.2085	P84087  (1-134) [Acetyl]	5.96e-07	P84087_15426.68718	15426.68718	65.15440517	P84087  (1-134)  	7.02e-16	2032228	1344075							
10	15428.1652	63.705	65.462											3027998	1487858.5							
2	15433.40606	52.748	54.395																		308653.3	
2	15435.4751	52.99	54.565																		391791.8	
1	15440.62967	64.364	66.53											437120.7								
4	15442.68221	63.982	66.209											1454106.55								
2	15443.70191	63.926	66.172											962045.55								
2	15457.1568	64.976	66.682											1105859	877293.95							
5	15459.63826	64.839	66.578											1263984	1122566							
1	15471.7593	108.56	109.384						Q75Q41_15471.75129	15471.75129	109.231781	Q75Q41  (2-142) O-phospho-L-serine@1 RESID:37@13	0.002809136	6870.97								
2	15489.6068	83.475	84.309											40234.9	57848.855	11802.18	25236.28	7200.93		13568.98	37821.51	
3	15491.63496	83.577	84.455											40092.61	54608.7	11569.155	25428.2	7877.92		15981.23	40844.945	
3	15523.6009	82.758	83.555											28336.1	12334.675							
1	15524.62081	82.842	83.473											23276.88								
1	15532.94355	86.636	87.611											125809	895433	436189.2				106709.6		92108.1
2	15534.9524	86.486	87.32											127627.3	2953501	544121.8				113350.9		1038385.05
2	15536.04343	86.072	87.381											105797.6	2431625.5	494726.3		287148.1		123817.7		1858565
3	15538.6182	70.486	72.497											279498.25	904548.6							
1	15539.85502	70.538	71.967						D3ZZ21_15539.26299	15539.26299	71.00954573	D3ZZ21  (2-128)  	0.003190106	467698.1	726152.2							
1	15541.2405	70.4	71.833												568928.7							
1	15546.2596	20.889	21.976														15340.44					
1	15563.9572	85.844	86.665	Atp5f1d_6	15564.03954	86.56266667	G3V7Y3  (19-168) [Methyl] & [Plus2Oxy]	9.67e-07						3183299	4514106	490153.3	855914.9	585532.1		2216108	2652350	37575.4
8	15564.95926	85.693	86.758											1554464.4	422462.1	62391.6	135677.05	57647.95		573721.85	216929.5	67506.19
1	15577.9387	85.478	86.624															132762.7				
1	15594.47495	86.482	87.991											544734.3							336868.1	
1	15595.96828	86.558	87.56											438739.6								
2	15608.16562	92.568	93.614											95934.97								
1	15609.20494	92.654	93.699											101833.1								
1	15610.2156	92.482	93.529											93856.06								
1	15639.1946	92.071	93.446											66212.14								
2	15653.4486	109.824	110.934											11191.88								
14	15653.9579	67.562	68.741											6365544	1405676	197454.1	713485.6	652792.6	135854.7	78771.59	150079.85	473298.1
1	15656.1377	91.75	92.771											55514.56								
4	15658.1503	34.672	36.58												113973.45	80046.255	258324.6					
3	15666.45227	67.118	68.217											5180272	1029665	731545.05	449627.5			157288.7		
8	15669.45668	67.054	68.273											1793321	1217993	769468.45	531610.7	118797.25		160040.85		
1	15676.8472	68.766	70.339																		214023.2	
2	15688.1452	93.193	94.437											96939.845								
1	15689.1745	93.193	94.172											80033.65								
1	15690.1755	93.193	94.172											55345.44								
1	15690.57423	52.365	54.54																		60847.02	
1	15720.1688	93.193	94.172											25236.13								
1	15721.772	41.292	43.229											148798.2								
1	15734.3532	52.341	53.286											306150.7								
1	15736.1539	93.193	94.172											40385.51								
1	15737.98224	75.637	76.539													516620.9						
1	15766.72861	44.659	46.056												50842.83							
1	15768.91608	76.925	78.027																27886.54			
1	15804.44127	74.794	76.393																		632356.9	
4	15810.6354	84.679	85.658											12137.21	11556.98	3081.67	6026.36				4944.565	
1	15810.8243	44.874	45.759						P07632_15810.7535	15810.7535	45.32785824	P07632  (2-154) half cystine@1, half cystine@1 PSI-MOD:798@56|PSI-MOD:798@145	4.35e-15	5987555	6497146	1620709	5735754	2732507	262432.9	3939708	4682939	1127133
1	15812.7127	48.87	54.087	Sod1_0	15812.76946	51.44883333	P07632  (2-154) [Acetyl]	0.0003196												708746	3278795	188208.1
1	15812.7268	44.621	46.73	Sod1_1	15812.76946	46.44816667	P07632  (2-154) [Acetyl]	2.83e-09	P07632_15812.76915	15812.76915	46.40393388	P07632  (2-154)  	8.86e-22		826405.6		360196.5			278592.8	454427.1	
7	15814.70509	44.856	45.827											6041547.5	8711391	1702384	5551632	2560124	250981.9	3828661	4729862	2034800
5	15814.7318	49.1	53.461																	592475.85	2685793	
1	15821.3778	72.927	74.648											3805341								
1	15824.17022	68.605	70.231	Hbb_5	15824.19253	68.88283333	A0A0G2JSW3  (2-147) 	1.72e-24	A0A0G2JSW3_15824.19219	15824.19219	69.06380635	A0A0G2JSW3  (2-147)  	1.25e-35	2230646								
4	15825.43051	79.408	80.393											377710.35	246003.1							
1	15825.6383	84.572	85.345														5355.65					
10	15826.1934	68.268	70.08											7119890	6294796		677028.4					
8	15829.7363	43.256	44.403											594217.35	835247.85	252373.7	1087468	792945	111444.5	1287934	1068278	1114498
1	15831.2052	43.128	44.969														1013085					328597.6
2	15832.89522	68.641	70.812											90664.155						16262.12		
1	15833.92349	69.085	70.327											193385.4								
1	15839.21853	68.281	70.28											1047503								
1	15840.228	67.645	70.14											2246368	1655766							
1	15840.4332	79.382	80.317											90183.51								
1	15841.20635	68.766	70.4						P11517_15841.25514	15841.25514	69.35640443	P11517  (2-147)  	71.55210201	2060295	1251862							
1	15842.16793	68.703	70.4											1239490	1187065							
2	15842.7562	45.002	49.955											4463519.5	6018016	1534441	4998815	1909801.55	143909.53	4207256	5862294	2591315
2	15844.7266	45.208	48.191						P07632_15844.64324 & P07632_15843.63541	15844.64324 & 15843.63541	46.162385 & 46.27868975	P07632  (2-153) O-phospho-L-serine@1, O-phospho-L-serine@1 RESID:37@104|RESID:37@106 & P07632  (2-153) half cystine@1, O-phospho-L-serine@1, O-phospho-L-serine@1 PSI-MOD:798@56|RESID:37@104|RESID:37@106	1.73e-09 & 1.69e-10	6463104	7594259.5	1638913.5	4849634.5	1257266.5	283405.7	4676068	5810479.5	2503956
2	15845.7129	45.059	47.234											4528473.5	6725958	1461884	4568095	1986146.5	96499.455	2472193.7	4906737	2803582
1	15848.7158	45.087	46.178											911546.4								
2	15854.70065	67.131	70.827											6316943.5	4937353							
1	15856.2005	68.143	70.718	Hbb_0	15856.18412	68.15983333	A0A0G2JSW3  (2-147) [Plus2Oxy]	2.43e-08						8859763	6117205							
1	15857.69871	44.36	46.187						P07632_15857.62726	15857.62726	45.11674226	P07632  (2-152) O-phospho-L-serine@1, O-phospho-L-serine@1, N6-acetyl-L-lysine@1, N6-acetyl-L-lysine@1 RESID:37@104|RESID:37@106|RESID:55@121|RESID:55@135	8.25e-08				2254375	768427.3				
2	15857.69995	68.31	70.914											7242093	4799323.5							
1	15858.7036	43.556	46.55											1179684	980713.4	472666.1	2497262	1659446		2414413	1574377	1105611
4	15861.6878	43.95	46.389											909204.6	1185151	332147.25	2647166	1751404	47250.9	2484513	1516582	1404988.5
1	15862.70647	45.263	46.497												986831.8							
1	15870.15348	68.281	70.42												1950461							
1	15871.223	67.997	70.42											2687514	2918270							
3	15874.2216	67.88	70.414											2443242	2807463							
4	15876.3712	92.433	94.172											264027.4								
10	15878.70269	46.675	48.277											3200015.5	2331554	529397.1	1494380	1206834	129485.4	1449939	2580327	767528
5	15889.68615	68.253	69.908											2002097	2196251.5							
1	15889.6904	45.714	46.611														499862.2	498381.9		661288.1		597241
2	15890.3934	92.343	93.529											75973.77								
1	15891.17104	45.573	46.746						P07632_15890.71983	15890.71983	46.27868975	P07632  (2-154) half cystine@1, O-phospho-L-serine@1, half cystine@1 PSI-MOD:798@56|RESID:37@106|PSI-MOD:798@145	1.83e-09		315517.3		732208.1	616191.2		889640.2	710676.9	732401.4
1	15891.3943	92.343	93.529											80104.06								
1	15891.7044	45.731	46.737												279391.3		978504.1	699886.8		863543.4	644196.7	767806.2
1	15892.6749	45.714	46.958						P07632_15892.73548	15892.73548	46.10315493	P07632  (2-154) O-phospho-L-serine@1 RESID:37@106	0.024607854				995243.3			829129.3		
2	15893.67838	45.52	47.272												294584.9		566341.15	616209.25		744435.95	721805.1	684099.15
1	15894.69217	45.877	46.813						P07632_15894.77463	15894.77463	46.40393388	P07632  (2-154) half cystine@1, N6-acetyl-L-lysine@1, N6-acetyl-L-lysine@1, half cystine@1 PSI-MOD:798@56|RESID:55@121|RESID:55@135|PSI-MOD:798@145	3.49e-05				635222.6					
1	15902.18624	67.587	70.566											823280.9	699448.8							
2	15906.3321	92.343	93.529											105753.27								
1	15907.3648	92.482	93.529											83884.46								
1	15907.65711	47.884	48.824											714325.9			221281.5			292498.2	888255.7	365443.3
4	15910.17755	47.903	49.268											748384	232480.9		331561.55	179440		311133.35	991866.05	373231.5
2	15921.3138	91.803	93.488											111872.45								
1	15922.39351	91.591	93.446											94010.02								
1	15924.7054	46.523	47.89																		233804.8	
1	15928.36776	72.824	74.81															115086.6				
1	15932.1434	67.895	69.967												609880.8							
2	15942.5273	49.56	50.22											2071705	2816225	856967.5	928636.5	1110552	22513.87	835031.45	885881.1	279370.5
3	15944.4916	49.619	50.73											1993520.35	3339972	1034087	1763133	1063816		1224267	1040543.5	171914.6
1	15944.5139	49.581	50.573	Rps19_1	15944.55518	49.3565	P17074  (2-145) 	1.47e-07	P17074_15944.55488	15944.55488	49.29846753	P17074  (2-145)  	5.89e-13	3764822	3368379	1091594	1615793				419266.4	
1	15945.4951	49.539	50.47											3663221	3475868	759790.1	1472825	1051248		1164574	872491.2	168828.6
2	15947.48462	49.338	50.394											2588033	2488856		499650.7					
1	15954.3399	93.193	94.366											149187.7								
2	15956.3321	92.632	94.269											160432.05								
1	15957.7085	44.727	46.649																			96075.51
2	15962.68825	45.702	47.463																		139611.5	
1	15964.3893	92.654	93.839												52110.76							
1	15978.6961	45.646	47.646																		201520.9	
1	15983.2501	63.913	65.589											718252.3								
5	16001.9212	83.389	84.251											40374.5	52414.705	8329.045	17354.14			13675.23	34794.695	
2	16002.3092	91.967	93.809											111222								
1	16003.3425	92.433	93.446											104270.2								
2	16018.704	112.434	113.079											5685.005								
1	16019.7059	112.512	113.141											8254.73								
1	16031.92118	82.809	83.528											24954.01	10624.74							
2	16033.91464	82.727	83.528											24726.18	11859.49							
1	16034.92536	82.842	83.473											19944.56								
1	16045.26045	85.868	87.733											38708.57	456419.3	154232.4						529458
1	16046.26445	85.754	86.905												696772.6							537343
1	16047.27055	85.754	86.905												700486							536343.2
1	16048.3136	85.754	86.905												672076.1							
1	16074.279	85.631	86.929												741937.3							
1	16098.83048	63.795	66.078											394353.8								
3	16102.23211	85.626	87.126											170285	149614.3		65312.13			78020.44	98453.39	
1	16102.2804	85.826	87.175	Atp5f1d_11	16102.36468	85.8905	G3V7Y3  (14-168) [-23.9951]	1.96e-09							973276.1						200505.8	
2	16103.27215	85.802	87.123											157083.2	1000918					76061.48	79756.99	
1	16104.2591	71.468	73.013																		1219479	
1	16105.3116	71.468	72.726																	635415.4	1382332	
2	16106.81325	71.396	72.94																	481694.95	1195349.5	
2	16141.4529	92.568	93.529											69200.38								
1	16160.65876	64.081	66.201												206743.8							
1	16162.9021	64.998	67.138											369801.8								
2	16186.29243	71.967	73.456																		95332.33	
1	16220.4514	93.193	94.366											82173.19								
1	16222.2769	70.111	71.399											139314.6								
1	16236.4798	93.193	94.172											48516.67								
1	16239.65932	79.453	80.393											126763								
1	16244.1838	41.057	42.512											317833								
1	16245.19869	41.246	42.512											503197.3								
1	16246.68465	41.057	42.381											369889.1			366549					
1	16248.2229	40.897	42.895											423987.8								
1	16252.1191	61.897	63.403											1281531	685490.2				179993.3	292427.7	182085.5	
1	16253.1095	61.897	62.912						Q7M767_16253.18202	16253.18202	63.32694557	Q7M767  (2-145)  	74.26155938	2070778								
2	16254.15713	61.897	63.094											2283467.5	1007848				347028.5	133844.9	293039.65	38697.32
1	16256.12961	61.546	63.403	LOC100912618_1	16255.20911	61.70816667	D3ZFY8  (2-147) [Acetyl]	1.17e-10	D3ZFY8_16255.20888	16255.20888	61.63982713	D3ZFY8  (2-147)  	6.15e-21	1454782	652721				342522.5			
1	16256.64515	61.026	63.51											1365722					305111.1			
2	16262.16931	41.082	42.569											485230.2								
1	16265.151	40.746	42.39														174591					
1	16268.17403	60.878	62.666											521876.9					35609.6			
2	16270.173	60.778	62.666											865323.3					48135.14			
1	16271.1925	60.654	63.059											837431.4					59881.09			
1	16275.11028	40.754	42.874														186807					
1	16283.1522	61.687	63.119											358384.3								
1	16284.69944	61.373	63.846											890740.8					61131.87			
2	16288.18856	61.706	63.332											1040884		164663			44680.83	181594.9		
1	16290.1857	60.969	62.977											370850								
3	16302.58352	21.382	23.117											61114.345				33417.89				
2	16334.2595	79.453	80.393											210205.25	142557.45							
3	16343.3945	70.966	72.576																		350611.4	
1	16366.4041	56.119	57.879											272385.2	258890.2							
1	16367.42515	56.119	57.879											244939.9	411762.6							
2	16369.974	56.366	57.879											164608.5								
1	16406.7375	36.016	37.749														195282.4					
1	16486.6733	93.193	94.286											47887.5								
1	16499.60847	44.787	46.081											626738.1								
1	16509.70905	83.308	85.337												40967.2						30688.65	
2	16511.21538	83.366	84.626											32079.83	41953.43		17471.4				32553.88	
